pk,Text
530,A grievance was raised against PT Kusuma Alam Sari (Alas Kusuma Group) for alleged deforestation and peatland development as reported by Mighty Earth in Rapid Response report 43. Bunge's grievance log indicates the Alas Kusuma Group is blocked due to no connections in the previous quarter. Hershey is seeking more details from Earthworm Foundation and engaging with suppliers on potential connections.
531,A grievance was raised against PIJ Plantation and Agriculture SB regarding allegations of deforestation and/or peatland development as reported by Mighty Earth. Hershey is working with Earthworm Foundation to understand more details while engaging with suppliers on potential connections. Bunge indicated they will investigate whether PIJ enters its supply chain via other third-party commercial mills.
532,"The grievance against La Fabril alleges land and community conflict in Ecuador, where Energy & Palma Group is operating on ancestral lands that the Barranquilla de San Javier community is trying to reclaim. La Fabril shared an Action Plan implemented from July 2022 to May 2023, following a public statement on the initial plan. Both parties have expressed interest in using the RSPO Dispute Settlement Facility mechanism to resolve the issue."
533,"PT Sebuku Inti Plantation (PT SIP) was reported by Mighty Earth for alleged deforestation. Multiple Hershey suppliers including AAK, Bunge, and Fuji took actions ranging from requesting moratoriums to stopping sourcing. PT SIP implemented a stop work order in February 2023 and developed plans for HCV-HCS assessment."
534,"PT Sawit Sukses Sejati Group faced allegations of deforestation and peatland development reported by Mighty Earth. Multiple suppliers including PT Sumber Tani Agung ceased sourcing from PT SSS after becoming aware of the Mighty Earth report. Hershey reached out to direct suppliers to understand their engagement with the palm company, while additional investigation into ownership connections continued."
535,"Mighty Earth reported allegations of deforestation and peatland development against PT Usaha Sawit Unggul Group in Rapid Response report 39. Hershey contacted suppliers to investigate connections with the accused company, finding that PT Sawit Sukses Sejati was no longer consistently supplying to PT Sumber Tani Agung after building their own mill. Multiple suppliers ceased sourcing from the implicated companies, and AAK confirmed the entities are no longer in their supply chain following ownership investigation."
536,"A grievance was raised against Brasil BioFuels alleging deforestation, human rights violations, and land conflicts. Chain Reaction Research and Farmlandgrab.org published details about the allegations, with Global Witness making additional outreach about land conflict allegations. Hershey contacted their direct supplier connected to Brasil BioFuels to investigate the reported land clearance and land-grabbing, ultimately placing a No Buy order on the supplier in December 2022."
537,"The Gecko Project raised allegations of plasma violations against PT Agrolestari Sentosa, a palm oil supplier linked to Hershey. Hershey contacted direct suppliers regarding these allegations and received feedback from GAR about their plasma scheme. The Gecko Project published additional reports on plasma violations and methodology, prompting Hershey to reach out to suppliers connected to the entities mentioned in the reports."
538,"The grievance against Astra Agro Lestari involves concerns about deforestation near the Martabe mine and potential threats to Tapanuli orangutans. Multiple companies including Bunge, Fuji, AAK, and Cargill have been engaged regarding this issue, with Bunge stopping direct sourcing from PT AAL since December 2020. Hershey requested that Jardines implement a moratorium on land conversion and sign an MOU with the IUCN AARC Task Force to protect the Tapanuli orangutan, though the MOU that was eventually signed was not renewed after December 2022."
539,"PT Dewa Rencana Perangin Angin was investigated for human rights and labor issues including potential forced labor. Hershey issued a 'No Buy' order in August 2022 after allegations emerged. Two people were convicted with 19-month sentences, though one was released after serving half the sentence. Hershey continues to maintain its 'No Buy' order on the supplier."
540,"A grievance was raised against PT Multipersada Gatramegah: Musim Mas for alleged deforestation and peatland development, as reported by Mighty Earth in Rapid Response report 37. Fuji closed the case after confirming the area was not HCV or HCS, while Musim Mas filed a complaint with HCSA about the report being published without consultation. The land clearing may have occurred on scrub forests rather than HCS forests, and Hershey continues to monitor the situation."
541,PT Kencana Alam Permai was accused of deforestation and peatland development by Mighty Earth in their Rapid Response report 37. GAR's engagement with DSN revealed that local communities were responsible for land clearance for farming in an area not yet controlled by PT KAP. Verification reports are available on GAR's grievance log.
542,"A grievance was raised against multiple palm oil suppliers, including PT Tasma Puja, PT Ciliandra Perkasa, PT Padasa Enam Utama, and PT Rezeki Kencana, for alleged deforestation, peatland development, and operating in forest areas. Hershey contacted its direct suppliers and requested action plans addressing forest permits, FFB traceability, remediation plans, and due diligence systems. Progress updates show some suppliers implementing moratoriums, improving traceability, and addressing plasma implementation, while others faced purchasing suspensions from indirect suppliers."
543,"REPSA, a palm oil supplier connected to Hershey through AAK and Cargill, faced allegations of human rights violations, violence against defenders, and environmental issues including ecocide. NGOs raised concerns about REPSA re-entering supply chains before judicial processes concluded or proper remediation occurred. In response, Hershey engaged with suppliers to understand their due diligence, while both AAK and Cargill provided information about their verification efforts with Grupo Hame."
544,"A grievance was raised against PKPS for allegedly clearing a peat swamp forest in Malaysia without an Environmental Impact Assessment. Hershey issued a 'No Buy' order on PKPS and engaged suppliers to address the issue. PKPS later denied plans to develop palm oil on the cleared land, claiming it was part of a rural farming project, and ceased development to fulfill EIA requirements."
545,"Mongabay reported deforestation in orangutan habitats near 10 mills in West Kalimantan, Indonesia between January-May 2019. Hershey investigated possible connections to these mills and confirmed indirect links through direct suppliers. Various actions were taken including supplier suspensions, investigations, and a No Buy order against PT Ketapang Agro Lestari in November 2023."
546,"A grievance was raised against Genting Plantations' PT Citra Sawit Cemerlang for alleged deforestation of over 2,045 hectares since January 2016. Mighty Earth flagged the supplier in multiple Rapid Response Reports, with Starling data confirming continued deforestation including 1,004.3ha in 2020 and 19.1ha in 2021. Hershey was connected to Genting through suppliers AAK, Bunge and Cargill, and later learned the supplier planned to address liabilities through RSPO's Remediation and Compensation Procedure."
547,"PT Agro Muara Rupit faced allegations of deforestation and peatland development. Hershey contacted multiple direct suppliers including AAK, Bunge, Cargill, Fuji and Wilmar to investigate the grievance. Bunge closed the case based on PT AMR following RSPO Annex 5 procedures, indicating no HCS areas were cleared. The supplier's HCV Assessment report was ultimately deemed satisfactory."
548,"The grievance against LKPP Corporation Sdn Bhd involves allegations of deforestation and peatland development. Hershey contacted suppliers with connections to LKPP/PKPP to understand their engagement and address the need for a moratorium and NDPE policy. In response, PKPP issued a stop work order on all palm oil estates and committed to conserve forest within their landbank, while engagement with PKNP has been challenging due to separate management and COVID restrictions."
549,"RAN reported deforestation in Indonesia's Leuser Ecosystem, submitting grievances against 12 companies allegedly clearing forests for palm oil production. Hershey placed 'No Buys' on several companies including PT Indo Alam, PT Indo Sawit Perkasa, PT Laot Bangko, PT Kallista Alam, and PT Nia Yulided. Hershey suspended PT Surya Panen Subur II in November 2018 and PT Laot Bangko in June 2020."
550,"PT Permata Hijau was reported by RAN for sourcing from suppliers who clear forests and peatland in the Leuser Ecosystem. Hershey issued ""No Buy"" orders for PT Permata Hijau, PT Kallista Alam, and PT SPS II between 2018-2020. Despite these actions, Hershey remained linked to PT Permata Hijau through Cargill, who reported completed action plans with the supplier while continuing to monitor their progress."
551,"A grievance was raised against IOI Corporation Bhd regarding labor rights violations at multiple estates. Allegations include worker exploitation, forced labor, illegal recruitment fees, and underpayment of workers at Mekassar, Gomali, and Segamat Estates. Hershey engaged with direct suppliers to investigate the allegations while monitoring IOI's grievance log, RSPO processes, and IOI's remediation efforts including reimbursement to affected workers. The U.S. Customs and Border Protection also initiated a probe into IOI over forced labor allegations."
552,"Liberty Shared submitted a petition to U.S. Customs and Border Protection alleging forced labor and child labor violations at Sime Darby Plantations Berhad. U.S. CBP issued a Withhold and Release Order in December 2020, leading suppliers to stop sourcing from Sime Darby. After investigations and operational changes, U.S. CBP modified the forced labor finding in February 2023, deeming it no longer necessary."
553,"Mighty Earth reported deforestation by Samling Group in April 2020, leading Hershey to issue a 'No Buy' order. Multiple direct suppliers including Wilmar and Cargill suspended Samling Group from their supply chains. Re-entry into Hershey's supply chain requires Samling to demonstrate halted deforestation and compliance with Responsible Palm Oil Sourcing Policy."
554,Allegations of deforestation and peatland development were reported against Leuser Ecosystem suppliers PT Indo Alam and PT Indo Sawit Perkasa. Multiple mills were identified as at-risk for buying palm from these suppliers. Hershey placed 'No Buy' orders on the suppliers in June 2020 and suspended PT Laot Bangko while supporting engagement through Earthworm Foundation's Landscape program.
555,"The grievance against Leuser Ecosystem alleges deforestation and peatland development, specifically land clearing inside the protected Rawa Singkil Wildlife Reserve. Eleven mills were identified as being located near areas of illegal encroachment and lacking procedures to trace palm oil sources. Multiple companies responded to the allegations, with Cargill suspending PT Laot Bangko in September 2019 and Hershey following suit in June 2020."
556,"Mighty Earth reported deforestation by Mulia Sawit Group in April 2020, leading Hershey to issue a 'No Buy' order. Initially thought to be disconnected from Hershey's supply chain, a mill list later indicated possible connection through AAK. AAK subsequently confirmed Mulia Sawit Group was not in their supply chain."
557,"Allegations of human rights and labor violations in Wilmar's supply chain in West Sumatra, Indonesia were reported by Forest Peoples Program in November 2019. Hershey monitored the grievance and acknowledged Wilmar's sustainability brief on fires in Indonesia. Hershey closed this case in January 2021 but continues to monitor Wilmar regarding fire and hot spots."
558,"Allegations of deforestation and peatland development in the Leuser Ecosystem were raised against PT Laot Bangko, which was reportedly supplying Conflict Palm Oil to PT Bumi Daya Agrotamas. Multiple companies including Fuji, Cargill, and Hershey took action in response to the grievance. Hershey suspended PT Laot Bangko in June 2020 after initially supporting engagement through Earthworm Foundation's Landscape program."
559,"Allegations of human rights and labor issues led to RSPO suspending Felda Global Ventures Holdings' certification processes. Hershey suspended FGV in December 2018 and has maintained this suspension despite RSPO temporarily lifting it. FGV has been working with organizations like Fair Labor Association to improve labor practices and address issues that led to a U.S. Customs and Border Protection Withhold Release Order in September 2020. In January 2024, FGV reported reimbursing fees to workers as part of efforts to modify the WRO."
560,"ANJ faced allegations of deforestation and peatland development according to Greenpeace's ""Final Countdown"" report. The grievance claims ANJ failed to properly document new plantings on the RSPO website and didn't identify primary forest areas in their original HCV assessment. Several suppliers initially suspended ANJ, but later reinstated them after the company committed to a recovery plan and published progress reports."
561,"Greenpeace's ""Final Countdown"" report alleges Djarum/HPI Agro illegally cleared government protected peatland in West Kalimantan. Hershey notified suppliers of potential connections and confirmed HPI Agro had a moratorium in place since 2017. Additional concerns were raised by Chain Reaction Research and Aidenvironment regarding deforestation between 2013-2017. Hershey issued a ""No Buy"" order on Djarum in February 2022."
562,"Genting Plantations faced allegations of deforestation, peatland development, killing an orangutan, and illegal plantation development in Greenpeace's ""Final Countdown"" report. Chain Reaction Research identified Genting as having stranded land assets that risk violating NDPE policies. Hershey notified suppliers with potential connections to determine their position on the grievance and confirm sourcing relationships. Hershey emphasized the importance of Genting declaring its total land bank and development plans."
563,"Greenpeace's ""Final Countdown"" report alleges Indonusa Group lacks a public NDPE policy. The supplier is accused of deforestation and/or peatland development. Hershey placed a 'No Buy' order on Indonusa Group in September 2020."
564,"Greenpeace's ""Final Countdown"" report alleges Lembaga Tabung Haji lacks a public NDPE policy and is involved in deforestation and peatland development. Hershey notified suppliers with potential connections to identify their position on the grievance. Hershey continues monitoring TH Plantations' progress through Wilmar, while Bunge suspended TH Plantations in 2018."
565,Greenpeace and Mighty Earth reported that NPC Resources has no NDPE policy and is allegedly involved in deforestation and peatland development. Hershey notified suppliers with potential connections to identify their position on the grievance. Hershey is following up with Wilmar regarding NPC's progress on NDPE compliance and the status of PT SAS moratorium.
566,"Greenpeace alleged that Sungai Budi has no public NDPE policy, is underreporting landbank to RSPO, and is involved in deforestation and peatland development. Hershey placed a No Buy order on Tunas Baru Lampung/Sungai Budi in September 2020, and several direct suppliers confirmed suspension. Despite the no buy order, Hershey continued to be connected to the supplier through Bunge, Cargill and Fuji, though both Cargill and Bunge later confirmed the suspension remains in place."
567,Mighty Earth reported allegations of deforestation and peatland development against PT Khatulistiwa Agro Abadi (First Borneo Group) in Rapid Response report 40. Hershey reviewed its H2-21 mill list and determined it does not appear to have linkages to First Borneo Group. The grievance involves environmental concerns related to forest and peatland conversion.
568,"Mighty Earth reported allegations of deforestation and peatland development against PT Borneo International Anugerah (First Borneo Group) in Rapid Response report 40. As of July 2022, Hershey determined it had no supply chain linkages to First Borneo Group. The grievance involved environmental concerns related to forest and peatland conversion."
569,"A grievance was raised against PT Pradiksi Gunatama (Jhonlin Group) for alleged deforestation and peatland development. Chain Reaction Research's article raised concerns over the group's linkage to land clearing. Hershey confirmed their supplier Bunge had suspended Jhonlin Group for over 1.5 years, with no associated mills entering Bunge's supply chain."
570,"PT Prasetya Mitra Muda (Block II): Jalemo was reported for deforestation and peatland development in a Satelligence report shared by Robeco. Hershey may be connected to Jalemo through several suppliers from their H1-21 mill list, and clearance of 76.6ha in Q4-21 was confirmed with Earthworm Foundation support. Hershey reached out to direct suppliers to investigate, but in September 2022 they considered the case closed due to lack of additional details."
571,Deforestation allegations were made against Sampoerna Group's timber arm as reported by AidEnvironment. The grievance involves deforestation and/or peatland development. Hershey encouraged expansion of NDPE policies to apply at the group level and across commodities. Direct suppliers deemed the case ineligible according to their NDPE policies for palm and would not investigate further.
572,"The grievance against YPJ Plantations alleges deforestation and peatland development. Hershey contacted direct suppliers AAK, Bunge, Cargill and Wilmar to understand their engagement with YPJ. Mewah was engaging with YPJ to identify land clearing and NDPE violations, while Wilmar indicated most clearing occurred prior to 2019 and YPJ developed an NDPE policy after the case was raised. Hershey closed the case in February 2022 as they were no longer connected to YPJ through their mill list."
573,"A grievance was raised against PT Syaukath Sejahtera for allegedly purchasing FFB from PT Tualang Raya which cleared over 269 hectares of forest since January 2018. PT Syaukath Sejahtera stopped purchasing from PT Tualang Raya in September 2020 and committed to sourcing FFB from areas free from deforestation, peatland development and fires. PT Tualang Raya later committed to stop land clearing, adopt a No Deforestation policy, and protect remaining forests."
574,"PT Teupin Lada was alleged to be purchasing FFB from PT Indo Alam who was deforesting the Leuser ecosystem. Hershey issued a 'No buy' order for PT Indo Alam in June 2020. According to Wilmar, PT Teupin Lada ceased sourcing from PT Indo Alam as of August 25, 2020 and confirmed they are not sourcing from high-risk plantations. Hershey closed the grievance after PT Teupin Lada stopped the illegal sourcing."
575,AAK was accused of sourcing palm oil from Tesso Nilo Nature Reserve in Indonesia where deforestation occurred. AAK proactively informed Hershey about these allegations and engaged with suppliers linked to the mills in question. The case was initially closed in May 2021 but reopened in June 2023 following a Mongabay article reporting increased deforestation in the reserve.
576,"Kahayan Agro is accused of clearing High Carbon Stock Forest without following proper HCSA Steering Group peer review protocols. Hershey engaged with suppliers connected to Anglo Eastern Plantation to request a stop work order for the disputed area. Cargill and AAK are working with their direct suppliers to engage HCSA, AEP and Mighty Earth on a resolution. As of May 2020, PT Kahayan Agro issued a stop work order for the disputed area while the HCSA peer review process is addressed."
577,"The grievance against Wilmar, a supplier connected to Hershey, involves allegations of deforestation and fires in Indonesia as reported by Greenpeace. Wilmar responded with a sustainability brief on the fires in Indonesia, which Hershey acknowledged. Hershey closed this case in January 2021 but will continue to monitor Wilmar regarding fire and hot spots."
578,"Greenpeace's report alleges Bumitama Agri engaged in ""concession laundering"" to hide deforestation and circumvent RSPO rules. The supplier was accused of clearing 11,100 hectares of forest without proper assessments between 2005-2018. Bumitama released a statement in 2018 and was engaged by indirect supplier GAR. The allegations involve elaborate transfer-of-ownership schemes to evade regulations."
579,"The grievance against Central Cipta Murdaya & Hardaya Inti Plantations alleges deforestation and peatland development, noting the lack of a NDPE policy. Hershey notified suppliers to identify their position on the grievance and confirm sourcing relationships. Direct suppliers indicated PT HIP committed to a moratorium on land clearing in 2017 and engaged with AidEnvironment on developing capacity to comply with NDPE requirements. As of June 2022, the supplier is undertaking an HCV/HCSA assessment and working with Aidenvironment on sustainability policy and NDPE SOPs."
580,"Greenpeace's ""Final Countdown"" report and Mighty Earth allege deforestation in Gama Plantation/KPN Corporation's concessions. Hershey notified direct suppliers about the allegations in September 2020. Hershey closed the case in February 2022 as there was no longer an indirect connection to Gama/KPN."
581,"This grievance involves PT Karangjuang Hijau Lestari (PT KHL) and PT Bulungan Hijau Perkasa (PT BHP), subsidiaries of FAP Agri Plantation company in North Kalimantan, Indonesia. They are accused of community intimidation and land seizure, impacting community land rights. Local authorities facilitated discussions between communities regarding these allegations at the end of 2023, and there is ongoing tracking of actions through direct suppliers."
582,"A grievance was filed against First Resources (FR) Sulaidy regarding deforestation around the KAL mill in Indonesia. Starling has recorded over 18,000 hectares of deforestation within 20km of the mill since January 2016, primarily in plantations allegedly owned by Sulaidy. The complainant, Earthworm Foundation, claims these Sulaidy concessions are closer to the mill than other plantations included in the mill's traceability data."
583,"The grievance concerns exploitation of workers by Felda Global Ventures (FGV) in Malaysia. Following an investigation by US Customs and Border Protection (CBP), which found numerous labor abuses including forced labor indicators, a Withhold Release Order was imposed banning FGV products from the US. FGV has since commissioned assessments and launched a remediation process for workers relating to recruitment fees."
584,"The grievance alleges that Astra Agro Lestari (AAL) failed to obtain Free, Prior and Informed Consent (FPIC) for developing its concessions in Indonesia. Several subsidiaries are accused of land rights violations including operating without proper certificates, forced land acquisitions, and operating in protected forest zones. Reckitt has excluded palm from AAL's Sulawesi operations from its supply chains while monitoring the situation."
585,"A grievance was submitted to US Customs and Border Protection alleging forced labor against IOI Corp Bhd in Malaysia. The letter submitted by Andy Hall specifically mentioned irregular recruitment fees for Bangladeshi workers. IOI conducted an internal audit and claimed they found no indication of forced labor, but the case remains under monitoring."
586,"A grievance was filed against IOI Corp Bhd's Mekassar estate in Malaysia, alleging unacceptable living conditions and failure to meet expected working standards. The complaint was raised by Finnwatch and submitted to the RSPO. The case has been closed."
587,"A grievance has been filed against Industrial Chiquibui in Guatemala by the National Council of Displaced Guatemalans (CONDEG). The concerns include allegations of forced labor and wage payment issues, which were raised in a public letter to the Guatemalan government in 2020. Reckitt is currently engaged with the supplier regarding an appropriate response to these allegations."
588,"Mighty Earth reported that Widya Corporation's PT MIP was involved in over 2,000 hectares of deforestation between May 2018-January 2020, despite claims of completed HCS and HCV assessments. The assessments did not follow correct processes and were not available for scrutiny. The HCV assessment was finally submitted for peer review in September 2020, but not the HCS report, and by the end of 2020, the concession was completely cleared."
589,"A grievance was filed against East New Britain Resources Group (ENB), Tobar, and Gilford alleging large-scale deforestation, human rights abuses, corruption, police violence against communities, violation of FPIC, child labor, worker health and safety failures, and tax evasion. The complaint was submitted on July 10, 2021, by Global Witness Channel 4 News/ITN. Reckitt has confirmed they are not sourcing from the implicated mill in 2023 and will continue monitoring progress of NGO engagement."
590,"Rainforest Action Network reported that Bumi Sama Ganda mill (BSG) received palm fruit from Nia Yulided Bersaudara (NYB) concessions for two weeks in November 2022. NYB has been previously linked to deforestation and land rights concerns, with fresh deforestation identified in 2022 through satellite imagery. GAR confirmed the link and is now working with the mill to achieve 100% traceability to plantation."
591,"A grievance has been filed against GAR, Sulaidy, and PP London Sumatra Indonesia/Salim Ivomas Pratama for allegedly failing to meet their plasma commitments, resulting in a $330 million loss in revenue for communities and causing civil unrest. The case is based on reports from BBC Mongabay and The Gecko Project, highlighting 155 companies allegedly failing to fulfill their plasma obligations in Indonesia. A government audit in 2023 confirmed plasma as an endemic issue."
592,"A grievance has been filed against the Sultan of Johor, Mr. Chow Chuin Hai, FELCRA Berhad, and FGV regarding alleged forest reserve clearance in the Jemaluang and Tenggaroh forest reserves that were degazetted in 2014. This 15,011 ha deforestation, reportedly the largest one-time excision of forest reserves in Peninsular Malaysia since 2000, has allegedly led to increased human/elephant conflict. Reckitt suppliers have suspended Jernih Kembojah and AA Sawit from supply chains."
593,"Mighty Earth reported deforestation in concessions linked to PT Teguhkarsa Wanalestari and other companies in Indonesia. Between April 2021 and March 2022, PT Sawit Sukses Sejati allegedly lost 340 ha of forest and PT Usaha Sawit Unggul lost 390 ha. Reckitt has confirmed the deforestation through satellite monitoring and has instructed suppliers to ensure these companies do not enter their supply chain."
594,"A grievance was filed by Mighty Earth against Mukti Group, Murdaya Family, and Shin Yang Group regarding deforestation at PT Sandai Makmur Sawit (PT SMS), Metanik mill, and Sarawak Oil Palms Sdn Bhd in Malaysia. Reckitt confirmed no sourcing from PT SMS in 2023 and continues to engage with suppliers to investigate any connection between the reported deforestation and Metanik mill and Sarawak Oil Palms."
595,"Forest Peoples Programme (FPP) has filed a grievance against First Resources, FAP Agri, and CAA Group, alleging they are part of the same corporate group owned by the Fangiono family. The grievance claims large-scale deforestation, workers' rights violations, and land-grabbing causing social conflicts in Indonesia. The case is linked to an RSPO complaint (RSPO/2021/04/EN) from April 2021, with First Resources potentially facing suspension if the complaint is upheld."
596,"A grievance has been filed against PT ASM regarding deforestation that occurred in Q2/Q3 2022, confirmed by Starling satellite monitoring. The case is connected to the border of Sungai Jantui Estate (SJE) in Indonesia, with a potential link to Reckitt's supply chain that is currently being verified. An investigation is ongoing with the lead supplier using satellite monitoring and shapefiles."
597,"The grievance concerns PT SIL & SIP (Sebakis Inti Lestari and Sebuku Inti Plantation) in Indonesia, featured in a Mighty Earth report and verified by Starling. The case involves land development within an HGU area, which was reportedly guided by a land clearing and development plan issued by the Food and Agriculture Resilience Agency. Verification of land status pre-clearance via satellite monitoring is currently underway."
598,The grievance involves a report by Rainforest Action Network (RAN) showing evidence of palm oil sourcing from illegal plantations within the federally protected Rawa Singkil Wildlife Reserve. The complaint identifies 12 mills at risk of sourcing from these illegal plantations. Reckitt is following up with suppliers to investigate these mills using full traceability to plantation information.
599,"This grievance concerns the deforestation of Tesso Nilo national park in Indonesia, where approximately 50% of the total area was cleared by 2016, with recent reports from Mongabay indicating that the last area of intact forest has almost been cut in two as of October 2023. The case involves both 'Big-4' refiners linked to FFB from inside the national park and local communities who may not recognize the park's protected status. Reckitt is engaging with suppliers to identify risk levels of 20 high-risk mills in the region."
600,"Mighty Earth's Rapid Response Report 42 reported peat deforestation in PT. Alam Sari Lestari concession in Riau, Indonesia. According to Starling Analysis, canal blocking occurred before 2016, with industrial-scale clearance for palm oil plantation expansion on peat beginning in 2021 and accelerating in 2023. Multiple companies including First Resources, Wilmar, Apical, Fuji, and Bunge have suspended Mentari Group in response."
